Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
06CB14     213    No     000692A7-000694BE      218
06CD27       F    Yes    000694BF-000694C6        8
06CD36       9    No     000694C7-000694D4        E
06CD3F      15    Yes    000694D5-000694DC        8
06CD54      15    No     000694DD-000694F6       1A
06CD69       E    Yes    000694F7-000694FE        8
06CD78       7    No     000694FF-0006950A        C
06CD7F       E    Yes    0006950B-00069512        8
06CD90       9    No     00069513-00069520        E
06CD9A       7    Yes    00069521-00069528        8
06CDA8      6B    No     00069529-00069598       70
06CE1C       9    No     00069599-000695A6        E
06CE28      12    Yes    000695A7-000695AE        8
06CE3A      27    No     000695AF-000695DA       2C
06CE68      B7    No     000695DB-00069696       BC
06CF1F       8    Yes    00069697-0006969E        8
06CF30     820    No     0006969F-00069EC3      825
06D750     200    Yes    00069EC4-00069ECB        8
06DA98      10    No     00069ECC-00069EE0       15
06DAB2      A6    No     00069EE1-00069F8B       AB
06DB64       3    No     00069F8C-00069F93        8
06DB78     820    No     00069F94-0006A7B8      825
06E398      38    Yes    0006A7B9-0006A7C0        8
06E3D0     2A8    No     0006A7C1-0006AA6D      2AD
06E67E     736    No     0006AA6E-0006B1A8      73B
06EDB4      94    Yes    0006B1A9-0006B1B0        8
06EE48     200    Yes    0006B1B1-0006B1B8        8
06F070      12    No     0006B1B9-0006B1CF       17
06F090      48    No     0006B1D0-0006B21C       4D
06F0E2      1F    No     0006B21D-0006B240       24
06F120      54    No     0006B241-0006B299       59
06F192      2E    No     0006B29A-0006B2CC       33
06F1D0      80    No     0006B2CD-0006B351       85
06F260     3E6    No     0006B352-0006B73C      3EB
06F646      19    Yes    0006B73D-0006B744        8
06F660     177    No     0006B745-0006B8C0      17C
06F7D7      29    Yes    0006B8C1-0006B8C8        8
06F800     7ED    No     0006B8C9-0006C0BA      7F2
06FFED      10    Yes    0006C0BB-0006C0C2        8
06FFFD    120D    No     0006C0C3-0006D2D4     1212
071210     171    No     0006D2D5-0006D44A      176
071388       2    No     0006D44B-0006D451        7
071390      22    No     0006D452-0006D478       27
0713B8      7A    No     0006D479-0006D4F7       7F
071438      33    No     0006D4F8-0006D52F       38
071472      E8    No     0006D530-0006D61C       ED
071560     1F8    Yes    0006D61D-0006D624        8
0717F8       1    No     0006D625-0006D62A        6
071800     142    No     0006D62B-0006D771      147
071948    1C7F    No     0006D772-0006F3F5     1C84
0735C7      F9    Yes    0006F3F6-0006F3FD        8
0736C0     3EA    No     0006F3FE-0006F7EC      3EF
073AAA      26    Yes    0006F7ED-0006F7F4        8
073AD0     1FA    No     0006F7F5-0006F9F3      1FF
073CD0       8    No     0006F9F4-0006FA00        D
073CE0       8    No     0006FA01-0006FA0D        D
073CF2       4    No     0006FA0E-0006FA16        9
073D00      6A    No     0006FA17-0006FA85       6F
073D70       A    No     0006FA86-0006FA94        F
073D80       8    No     0006FA95-0006FAA1        D
073D90      18    No     0006FAA2-0006FABE       1D
073DB0      28    No     0006FABF-0006FAEB       2D
073DE1       9    No     0006FAEC-0006FAF9        E
073DF0       A    No     0006FAFA-0006FB08        F
073E01       5    No     0006FB09-0006FB12        A
073E10       7    No     0006FB13-0006FB1E        C
073E20       A    No     0006FB1F-0006FB2D        F
073E30       A    No     0006FB2E-0006FB3C        F
073E41      15    No     0006FB3D-0006FB56       1A
073E60       8    No     0006FB57-0006FB63        D
073E70       8    No     0006FB64-0006FB70        D
073E80       8    No     0006FB71-0006FB7D        D
073E91      39    No     0006FB7E-0006FBBB       3E
073ED0       8    No     0006FBBC-0006FBC8        D
073EE0      1A    No     0006FBC9-0006FBE7       1F
073F00      18    No     0006FBE8-0006FC04       1D
073F20       A    No     0006FC05-0006FC13        F
073F30      38    No     0006FC14-0006FC50       3D
073F70       8    No     0006FC51-0006FC5D        D
073F80       6    No     0006FC5E-0006FC68        B
073F90       8    No     0006FC69-0006FC75        D
073FA0       A    No     0006FC76-0006FC84        F
073FB0       8    No     0006FC85-0006FC91        D
073FC0       A    No     0006FC92-0006FCA0        F
073FD0       8    No     0006FCA1-0006FCAD        D
073FE0       8    No     0006FCAE-0006FCBA        D
073FF0       A    No     0006FCBB-0006FCC9        F
074000       A    No     0006FCCA-0006FCD8        F
074010       8    No     0006FCD9-0006FCE5        D
074020       8    No     0006FCE6-0006FCF2        D
074030       A    No     0006FCF3-0006FD01        F
074040      28    No     0006FD02-0006FD2E       2D
074070     1F8    Yes    0006FD2F-0006FD36        8
074300      42    No     0006FD37-0006FD7D       47
074342      14    Yes    0006FD7E-0006FD85        8
074356       8    No     0006FD86-0006FD92        D
07435E      13    Yes    0006FD93-0006FD9A        8
074371      10    No     0006FD9B-0006FDAF       15
074381      11    Yes    0006FDB0-0006FDB7        8
074392       C    No     0006FDB8-0006FDC8       11
07439E      10    Yes    0006FDC9-0006FDD0        8
0743AE      72    No     0006FDD1-0006FE47       77
074420      28    Yes    0006FE48-0006FE4F        8
074448       1    No     0006FE50-0006FE55        6
074449       E    Yes    0006FE56-0006FE5D        8
074457      68    No     0006FE5E-0006FECA       6D
0744BF      83    Yes    0006FECB-0006FED2        8
074542      54    No     0006FED3-0006FF2B       59
07459D       1    No     0006FF2C-0006FF31        6
0745AA       8    No     0006FF32-0006FF3E        D
0745B2      12    Yes    0006FF3F-0006FF46        8
0745C5      10    No     0006FF47-0006FF5B       15
0745D5       B    Yes    0006FF5C-0006FF63        8
0745E6       C    No     0006FF64-0006FF74       11
0745F5       D    Yes    0006FF75-0006FF7C        8
074605      2F    No     0006FF7D-0006FFB0       34
07463D      3E    No     0006FFB1-0006FFF3       43
074687      14    Yes    0006FFF4-0006FFFB        8
07469C       1    No     0006FFFC-00070001        6
07469D       E    Yes    00070002-00070009        8
0746AB      17    No     0007000A-00070025       1C
0746C8       7    No     00070026-00070031        C
0746DB      38    No     00070032-0007006E       3D
074742      54    Yes    0007006F-00070076        8
074797      67    No     00070077-000700E2       6C
074805       9    Yes    000700E3-000700EA        8
07480E     288    No     000700EB-00070377      28D
074A96      6A    Yes    00070378-0007037F        8
074B00     200    No     00070380-00070584      205
074D06     154    No     00070585-000706DD      159
074E5A       E    Yes    000706DE-000706E5        8
074E68    10EB    No     000706E6-000717D5     10F0
075F53      AD    Yes    000717D6-000717DD        8
076000     84C    No     000717DE-0007202E      851
07684C      B2    Yes    0007202F-00072036        8
076900    2432    No     00072037-0007446D     2437
078D32      24    Yes    0007446E-00074475        8
078D56      3C    No     00074476-000744B6       41
078D92      1C    Yes    000744B7-000744BE        8
078DAE      18    No     000744BF-000744DB       1D
078DC6      30    Yes    000744DC-000744E3        8
078DF6       7    No     000744E4-000744EF        C
078DFD      19    Yes    000744F0-000744F7        8
078E16       8    No     000744F8-00074504        D
078E1E       F    Yes    00074505-0007450C        8
078E2E       2    No     0007450D-00074513        7
078E30     200    Yes    00074514-0007451B        8
079070      67    No     0007451C-00074587       6C
0790D7       9    Yes    00074588-0007458F        8
079100     B20    No     00074590-000750B4      B25
079C21     17F    Yes    000750B5-000750BC        8
079DA0      70    Yes    000750BD-000750C4        8
079E10     1C0    No     000750C5-00075289      1C5
079FD0      10    Yes    0007528A-00075291        8
079FE0      10    No     00075292-000752A6       15
079FF0      60    Yes    000752A7-000752AE        8
07A050     2B0    No     000752AF-00075563      2B5
07A300      50    Yes    00075564-0007556B        8
07A350      A9    No     0007556C-00075619       AE
07A3F9      53    Yes    0007561A-00075621        8
07A44C     222    No     00075622-00075848      227
07A66E      A2    Yes    00075849-00075850        8
07A710     150    No     00075851-000759A5      155
07A860      15    Yes    000759A6-000759AD        8
07A875       5    No     000759AE-000759B7        A
07A87A      86    Yes    000759B8-000759BF        8
07A900     1C0    No     000759C0-00075B84      1C5
07AB00      93    No     00075B85-00075C1C       98
07AB93     200    Yes    00075C1D-00075C24        8
07AE00     1C6    No     00075C25-00075DEF      1CB
07AFC6      39    Yes    00075DF0-00075DF7        8
07B000     3D6    No     00075DF8-000761D2      3DB
07B3D6      2A    Yes    000761D3-000761DA        8
07B400      D2    No     000761DB-000762B1       D7
07B4D2      2E    Yes    000762B2-000762B9        8
07B500     DDD    No     000762BA-0007709B      DE2
07C2DD     200    Yes    0007709C-000770A3        8
07C52E      D2    Yes    000770A4-000770AB        8
07C600      2F    No     000770AC-000770DF       34
07C62F      D2    Yes    000770E0-000770E7        8
07C701      E5    No     000770E8-000771D1       EA
07C800      2F    Yes    000771D2-000771D9        8
07C8C0      5E    No     000771DA-0007723C       63
07C91E      C8    Yes    0007723D-00077244        8
07CA00     540    No     00077245-00077789      545
07CF40     200    Yes    0007778A-00077791        8
07D200     347    No     00077792-00077ADD      34C
07D547      49    Yes    00077ADE-00077AE5        8
07D590      41    No     00077AE6-00077B2B       46
07D5D2       E    Yes    00077B2C-00077B33        8
07D5E0     315    No     00077B34-00077E4D      31A
07D8F5       F    Yes    00077E4E-00077E55        8
07D904     404    No     00077E56-0007825E      409
07DD08      D8    Yes    0007825F-00078266        8
07DDE0    20DF    No     00078267-0007A34A     20E4
07FEBF     141    Yes    0007A34B-0007A352        8
080000    D4BE    No     0007A353-00087815     D4C3
08D4BE      15    Yes    00087816-0008781D        8
08D4D3    2277    No     0008781E-00089A99     227C
08F74A     200    Yes    00089A9A-00089AA1        8
08FFFE    7242    No     00089AA2-00090CE8     7247
097240      1C    Yes    00090CE9-00090CF0        8
09725C     3DC    No     00090CF1-000910D1      3E1
097638      28    Yes    000910D2-000910D9        8
097660     184    No     000910DA-00091262      189
0977E4     200    Yes    00091263-0009126A        8
098000     26A    No     0009126B-000914D9      26F
098272    2225    No     000914DA-00093703     222A
09A497      69    Yes    00093704-0009370B        8
09A500    2CC6    No     0009370C-000963D6     2CCB
09D1C6      39    Yes    000963D7-000963DE        8
09D1FF     1C9    No     000963DF-000965AC      1CE
09D3DA     1F0    No     000965AD-000967A1      1F5
09D5D2      2E    No     000967A2-000967D4       33
09D601       E    Yes    000967D5-000967DC        8
09D610    1B9D    No     000967DD-0009837E     1BA2
09F1AD      23    Yes    0009837F-00098386        8
09F1D0     15C    No     00098387-000984E7      161
09F32C      22    Yes    000984E8-000984EF        8
09F34E     6C4    No     000984F0-00098BB8      6C9
09FA12      47    Yes    00098BB9-00098BC0        8
09FA59     21C    No     00098BC1-00098DE1      221
09FC75      14    Yes    00098DE2-00098DE9        8
09FC89      4B    No     00098DEA-00098E39       50
09FCD4      2B    Yes    00098E3A-00098E41        8
09FD00     1BC    No     00098E42-00099002      1C1
09FEBC       E    Yes    00099003-0009900A        8
09FECA       A    No     0009900B-00099019        F
09FED4       E    Yes    0009901A-00099021        8
09FEE2     10B    No     00099022-00099131      110
09FFF3     68D    No     00099132-000997C3      692
0A0680      20    Yes    000997C4-000997CB        8
0A06A0       C    Yes    000997CC-000997D3        8
0A06AC     134    No     000997D4-0009990C      139
0A07E0      21    Yes    0009990D-00099914        8
0A0802      22    No     00099915-0009993B       27
0A082A       A    No     0009993C-0009994A        F
0A083C       8    No     0009994B-00099957        D
0A084C      14    No     00099958-00099970       19
0A0860      30    Yes    00099971-00099978        8
0A0891       D    Yes    00099979-00099980        8
0A089E       4    No     00099981-00099989        9
0A08A8       9    No     0009998A-00099997        E
0A08B8       8    No     00099998-000999A4        D
0A08C8       6    Yes    000999A5-000999AC        8
0A08D8     188    No     000999AD-00099B39      18D
0A0A80     1F2    No     00099B3A-00099D30      1F7
0A0C78      EC    No     00099D31-00099E21       F1
0A0D64      14    Yes    00099E22-00099E29        8
0A0D78       8    No     00099E2A-00099E36        D
0A0D80      80    Yes    00099E37-00099E3E        8
0A0E00      FF    No     00099E3F-00099F42      104
0A0F00      2E    Yes    00099F43-00099F4A        8
0A0F2E       2    No     00099F4B-00099F51        7
0A0F36      16    Yes    00099F52-00099F59        8
0A0F4C       4    No     00099F5A-00099F62        9
0A0F56       E    Yes    00099F63-00099F6A        8
0A0F74      5C    No     00099F6B-00099FCB       61
0A0FD0      1F    Yes    00099FCC-00099FD3        8
0A0FEF     1A1    No     00099FD4-0009A179      1A6
0A119C      26    No     0009A17A-0009A1A4       2B
0A11C9      47    No     0009A1A5-0009A1F0       4C
0A121A       A    No     0009A1F1-0009A1FF        F
0A1237      19    No     0009A200-0009A21D       1E
0A1258      66    No     0009A21E-0009A288       6B
0A12C4      36    No     0009A289-0009A2C3       3B
0A1300      1A    No     0009A2C4-0009A2E2       1F
0A1320      28    No     0009A2E3-0009A30F       2D
0A134E       2    No     0009A310-0009A316        7
0A135E      20    No     0009A317-0009A33B       25
0A1388      18    No     0009A33C-0009A358       1D
0A13A7       2    No     0009A359-0009A35F        7
0A13A9       9    Yes    0009A360-0009A367        8
0A13B8       7    No     0009A368-0009A373        C
0A13C8      40    No     0009A374-0009A3B8       45
0A140E       6    No     0009A3B9-0009A3C3        B
0A141A      62    No     0009A3C4-0009A42A       67
0A148A       4    No     0009A42B-0009A433        9
0A1495      15    No     0009A434-0009A44D       1A
0A14B0      62    No     0009A44E-0009A4B4       67
0A1523      1F    No     0009A4B5-0009A4D8       24
0A155E       8    No     0009A4D9-0009A4E5        D
0A156C      2E    No     0009A4E6-0009A518       33
0A15A2      6B    No     0009A519-0009A588       70
0A160F       D    Yes    0009A589-0009A590        8
0A161C       1    No     0009A591-0009A596        6
0A161D      4D    Yes    0009A597-0009A59E        8
0A166A       2    No     0009A59F-0009A5A5        7
0A166D      17    Yes    0009A5A6-0009A5AD        8
0A1684       7    No     0009A5AE-0009A5B9        C
0A168C       B    Yes    0009A5BA-0009A5C1        8
0A1699       1    No     0009A5C2-0009A5C7        6
0A169B      1A    Yes    0009A5C8-0009A5CF        8
0A16B8      48    No     0009A5D0-0009A61C       4D
0A1708       C    No     0009A61D-0009A62D       11
0A171B       5    No     0009A62E-0009A637        A
0A1726      28    No     0009A638-0009A664       2D
0A175E      18    No     0009A665-0009A681       1D
0A177C      10    No     0009A682-0009A696       15
0A1792       2    No     0009A697-0009A69D        7
0A179D      41    No     0009A69E-0009A6E3       46
0A17E4     104    No     0009A6E4-0009A7EC      109
0A18EF       E    No     0009A7ED-0009A7FF       13
0A1908      1E    No     0009A800-0009A822       23
0A1931      25    No     0009A823-0009A84C       2A
0A195E      18    No     0009A84D-0009A869       1D
0A1987       F    No     0009A86A-0009A87D       14
0A199D       E    No     0009A87E-0009A890       13
0A19B1       5    Yes    0009A891-0009A898        8
0A19BC       4    No     0009A899-0009A8A1        9
0A19C0      16    Yes    0009A8A2-0009A8A9        8
0A19DE      28    No     0009A8AA-0009A8D6       2D
0A1A0C       A    No     0009A8D7-0009A8E5        F
0A1A20       6    No     0009A8E6-0009A8F0        B
0A1A2C       4    No     0009A8F1-0009A8F9        9
0A1A3E       6    No     0009A8FA-0009A904        B
0A1A4D       3    No     0009A905-0009A90C        8
0A1A60       C    No     0009A90D-0009A91D       11
0A1A74       6    No     0009A91E-0009A928        B
0A1A80      2A    No     0009A929-0009A957       2F
0A1AAB       F    Yes    0009A958-0009A95F        8
0A1ABA      5C    No     0009A960-0009A9C0       61
0A1B17      19    Yes    0009A9C1-0009A9C8        8
0A1B33       1    No     0009A9C9-0009A9CE        6
0A1B3B      35    No     0009A9CF-0009AA08       3A
0A1B77      13    No     0009AA09-0009AA20       18
0A1B96       6    No     0009AA21-0009AA2B        B
0A1BA6       2    No     0009AA2C-0009AA32        7
0A1BA9      17    Yes    0009AA33-0009AA3A        8
0A1BCA      23    No     0009AA3B-0009AA62       28
0A1BF3      13    No     0009AA63-0009AA7A       18
0A1C0C       E    No     0009AA7B-0009AA8D       13
0A1C20       6    No     0009AA8E-0009AA98        B
0A1C2C       A    No     0009AA99-0009AAA7        F
0A1C3D      13    No     0009AAA8-0009AABF       18
0A1C5A      26    No     0009AAC0-0009AAEA       2B
0A1C80      1C    Yes    0009AAEB-0009AAF2        8
0A1C9C      EE    No     0009AAF3-0009ABE5       F3
0A1D90     2D1    No     0009ABE6-0009AEBB      2D6
0A206C       1    No     0009AEBC-0009AEC1        6
0A2074      2C    No     0009AEC2-0009AEF2       31
0A20A6      B7    No     0009AEF3-0009AFAE       BC
0A216A       5    No     0009AFAF-0009AFB8        A
0A2176      2A    No     0009AFB9-0009AFE7       2F
0A21A6     31C    No     0009AFE8-0009B308      321
0A24C8      CD    No     0009B309-0009B3DA       D2
0A259C     674    No     0009B3DB-0009BA53      679
0A2C16       F    No     0009BA54-0009BA67       14
0A2C2C      F7    No     0009BA68-0009BB63       FC
0A2D2C     2F3    No     0009BB64-0009BE5B      2F8
0A3026      F9    No     0009BE5C-0009BF59       FE
0A3126      8D    No     0009BF5A-0009BFEB       92
0A31BA     28E    No     0009BFEC-0009C27E      293
0A3456      55    No     0009C27F-0009C2D8       5A
0A34B2      31    No     0009C2D9-0009C30E       36
0A34EC       F    No     0009C30F-0009C322       14
0A3502      46    No     0009C323-0009C36D       4B
0A3556      55    No     0009C36E-0009C3C7       5A
0A35B2     296    No     0009C3C8-0009C662      29B
0A384E      64    No     0009C663-0009C6CB       69
0A38B8      2B    No     0009C6CC-0009C6FB       30
0A38EC      5C    No     0009C6FC-0009C75C       61
0A394E      64    No     0009C75D-0009C7C5       69
0A39B8     28B    No     0009C7C6-0009CA55      290
0A3C4A      5F    No     0009CA56-0009CAB9       64
0A3CB2      F5    No     0009CABA-0009CBB3       FA
0A3DAE     6F2    No     0009CBB4-0009D2AA      6F7
0A44A6      68    No     0009D2AB-0009D317       6D
0A4514      57    No     0009D318-0009D373       5C
0A4574      2C    No     0009D374-0009D3A4       31
0A45A6     A6F    No     0009D3A5-0009DE18      A74
0A501C      F9    No     0009DE19-0009DF16       FE
0A511C     785    No     0009DF17-0009E6A0      78A
0A58A8      F9    No     0009E6A1-0009E79E       FE
0A59A8     2BB    No     0009E79F-0009EA5E      2C0
0A5C6C       1    No     0009EA5F-0009EA64        6
0A5C74      1B    No     0009EA65-0009EA84       20
0A5C96      29    No     0009EA85-0009EAB2       2E
0A5CC6       9    No     0009EAB3-0009EAC0        E
0A5CD6       1    No     0009EAC1-0009EAC6        6
0A5CDE      85    No     0009EAC7-0009EB50       8A
0A5D6A       5    No     0009EB51-0009EB5A        A
0A5D76       9    No     0009EB5B-0009EB68        E
0A5D86       9    No     0009EB69-0009EB76        E
0A5D96      29    No     0009EB77-0009EBA4       2E
0A5DCA       7    No     0009EBA5-0009EBB0        C
0A5DD8     228    No     0009EBB1-0009EDDD      22D
0A6000      12    Yes    0009EDDE-0009EDE5        8
0A6012      6E    No     0009EDE6-0009EE58       73
0A6082      10    Yes    0009EE59-0009EE60        8
0A6092      6E    No     0009EE61-0009EED3       73
0A6100      12    Yes    0009EED4-0009EEDB        8
0A6112     270    No     0009EEDC-0009F150      275
0A638E      74    No     0009F151-0009F1C9       79
0A640F      73    No     0009F1CA-0009F241       78
0A6490      62    No     0009F242-0009F2A8       67
0A64FE      84    No     0009F2A9-0009F331       89
0A6590     1E2    No     0009F332-0009F518      1E7
0A677A       6    No     0009F519-0009F523        B
0A6782      10    Yes    0009F524-0009F52B        8
0A6792     16E    No     0009F52C-0009F69E      173
0A6900      12    Yes    0009F69F-0009F6A6        8
0A6912      6E    No     0009F6A7-0009F719       73
0A6992      F2    No     0009F71A-0009F810       F7
0A6A90      70    No     0009F811-0009F885       75
0A6B12      6E    No     0009F886-0009F8F8       73
0A6B80      10    Yes    0009F8F9-0009F900        8
0A6B90      F0    No     0009F901-0009F9F5       F5
0A6C80      80    Yes    0009F9F6-0009F9FD        8
0A6D00     9C6    No     0009F9FE-000A03C8      9CB
0A76C6      11    Yes    000A03C9-000A03D0        8
0A76D7     13C    No     000A03D1-000A0511      141
0A7813      13    Yes    000A0512-000A0519        8
0A7826    53AD    No     000A051A-000A58CB     53B2
0ACBD3      2F    Yes    000A58CC-000A58D3        8
0ACC02     5E7    No     000A58D4-000A5EBF      5EC
0AD1F0     130    No     000A5EC0-000A5FF4      135
0AD324       A    Yes    000A5FF5-000A5FFC        8
0AD32E       2    No     000A5FFD-000A6003        7
0AD335       9    Yes    000A6004-000A600B        8
0AD33E      8C    No     000A600C-000A609C       91
0AD3D0       A    No     000A609D-000A60AB        F
0AD3E0      1C    No     000A60AC-000A60CC       21
0AD406       A    No     000A60CD-000A60DB        F
0AD417      69    No     000A60DC-000A6149       6E
0AD482      1E    Yes    000A614A-000A6151        8
0AD4A0      50    No     000A6152-000A61A6       55
0AD4F7       9    Yes    000A61A7-000A61AE        8
0AD500      DE    No     000A61AF-000A6291       E3
0AD5E4      18    Yes    000A6292-000A6299        8
0AD601     23B    No     000A629A-000A64D9      240
0AD83C      1F    Yes    000A64DA-000A64E1        8
0AD85B      65    No     000A64E2-000A654B       6A
0AD8C0      18    Yes    000A654C-000A6553        8
0AD8D8     290    No     000A6554-000A67E8      295
0ADB68      17    Yes    000A67E9-000A67F0        8
0ADB80      65    No     000A67F1-000A685A       6A
0ADBE5      1B    Yes    000A685B-000A6862        8
0ADC00     377    No     000A6863-000A6BDE      37C
0ADF7E     1E2    No     000A6BDF-000A6DC5      1E7
0AE170       4    No     000A6DC6-000A6DCE        9
0AE17C       2    No     000A6DCF-000A6DD5        7
0AE196     17A    No     000A6DD6-000A6F54      17F
0AE310       D    Yes    000A6F55-000A6F5C        8
0AE31E     2E1    No     000A6F5D-000A7242      2E6
0AE600      22    Yes    000A7243-000A724A        8
0AE622      7D    No     000A724B-000A72CC       82
0AE6B0      10    No     000A72CD-000A72E1       15
0AE6D0      2A    No     000A72E2-000A7310       2F
0AE700      3F    No     000A7311-000A7354       44
0AE73F      21    Yes    000A7355-000A735C        8
0AE760     2A1    No     000A735D-000A7602      2A6
0AEA08      DE    No     000A7603-000A76E5       E3
0AEAF0       4    No     000A76E6-000A76EE        9
0AEB00      80    No     000A76EF-000A7773       85
0AEB88       8    No     000A7774-000A7780        D
0AEB9A     71F    No     000A7781-000A7EA4      724
0AF2C0      11    No     000A7EA5-000A7EBA       16
0AF2DD     1B3    No     000A7EBB-000A8072      1B8
0AF491       F    Yes    000A8073-000A807A        8
0AF4A0      10    No     000A807B-000A808F       15
0AF4B0      10    Yes    000A8090-000A8097        8
0AF4C0     140    No     000A8098-000A81DC      145
0AF600      10    Yes    000A81DD-000A81E4        8
0AF610       1    No     000A81E5-000A81EA        6
0AF614       7    Yes    000A81EB-000A81F2        8
0AF620      70    No     000A81F3-000A8267       75
0AF6A0      10    No     000A8268-000A827C       15
0AF6C0     1EA    No     000A827D-000A846B      1EF
0AF8AA       E    Yes    000A846C-000A8473        8
0AF8B8     255    No     000A8474-000A86CD      25A
0AFB0D      12    Yes    000A86CE-000A86D5        8
0AFB20      8F    No     000A86D6-000A8769       94
0AFBAF      11    Yes    000A876A-000A8771        8
0AFBC0     1E2    No     000A8772-000A8958      1E7
0AFDB0       1    No     000A8959-000A895E        6
0AFDC0     1BF    No     000A895F-000A8B22      1C4
0AFF7F      83    Yes    000A8B23-000A8B2A        8
0B0002     47E    No     000A8B2B-000A8FAD      483
0B0480     200    Yes    000A8FAE-000A8FB5        8
0B6B81     1E1    No     000A8FB6-000A919B      1E6
0B6D80      E0    No     000A919C-000A9280       E5
0B6E60      20    Yes    000A9281-000A9288        8
0B6E80     3D9    No     000A9289-000A9666      3DE
0B7259      1C    Yes    000A9667-000A966E        8
0B7275     16B    No     000A966F-000A97DE      170
0B73E0      20    Yes    000A97DF-000A97E6        8
0B7400      20    Yes    000A97E7-000A97EE        8
0B7420      20    Yes    000A97EF-000A97F6        8
0B7440     143    No     000A97F7-000A993E      148
0B7583      1D    Yes    000A993F-000A9946        8
0B75A0       5    No     000A9947-000A9950        A
0B75A5      1B    Yes    000A9951-000A9958        8
0B75C0       5    No     000A9959-000A9962        A
0B75C5      1B    Yes    000A9963-000A996A        8
0B75E0       1    No     000A996B-000A9970        6
0B75E1      33    Yes    000A9971-000A9978        8
0B7614      EC    No     000A9979-000A9A69       F1
0B7700      20    Yes    000A9A6A-000A9A71        8
0B7720       D    Yes    000A9A72-000A9A79        8
0B772D     17A    No     000A9A7A-000A9BF8      17F
0B78A7      19    Yes    000A9BF9-000A9C00        8
0B78C0      C0    No     000A9C01-000A9CC5       C5
0B7980      40    Yes    000A9CC6-000A9CCD        8
0B79C0     2EB    No     000A9CCE-000A9FBD      2F0
0B7CAB      20    Yes    000A9FBE-000A9FC5        8
0B7CCB      A9    No     000A9FC6-000AA073       AE
0B7D74      1F    Yes    000AA074-000AA07B        8
0B7D93       5    No     000AA07C-000AA085        A
0B7D98      1D    Yes    000AA086-000AA08D        8
0B7DB5     13E    No     000AA08E-000AA1D0      143
0B7EF3      23    Yes    000AA1D1-000AA1D8        8
0B7F16    FFFF    No     000AA1D9-000BA1DC    10004
0C7F15     222    No     000BA1DD-000BA403      227
0C813F     13A    No     000BA404-000BA542      13F
0C8309       7    No     000BA543-000BA54E        C
0C8341    808F    No     000BA54F-000C25E2     8094
0D03D7     1A9    No     000C25E3-000C2790      1AE
0D0580       D    Yes    000C2791-000C2798        8
0D058E       2    No     000C2799-000C279F        7
0D0590       E    Yes    000C27A0-000C27A7        8
0D05A0      5E    No     000C27A8-000C280A       63
0D05FE      24    Yes    000C280B-000C2812        8
0D0622      58    No     000C2813-000C286F       5D
0D0680      4F    No     000C2870-000C28C3       54
0D06CF      10    Yes    000C28C4-000C28CB        8
0D06E0     71E    No     000C28CC-000C2FEE      723
0D0DFE      2A    Yes    000C2FEF-000C2FF6        8
0D0E28      4E    No     000C2FF7-000C3049       53
0D0E7C      53    No     000C304A-000C30A1       58
0D0ECF      10    Yes    000C30A2-000C30A9        8
0D0EE0     120    No     000C30AA-000C31CE      125
0D1008       8    No     000C31CF-000C31DB        D
0D101A       6    No     000C31DC-000C31E6        B
0D1028       8    No     000C31E7-000C31F3        D
0D103A      96    No     000C31F4-000C328E       9B
0D10DC      E0    No     000C328F-000C3373       E5
0D11BC       F    Yes    000C3374-000C337B        8
0D11CC       4    No     000C337C-000C3384        9
0D11D0       E    Yes    000C3385-000C338C        8
0D11DE      19    No     000C338D-000C33AA       1E
0D11FF     1BE    No     000C33AB-000C356D      1C3
0D13C8       8    No     000C356E-000C357A        D
0D13DA       6    No     000C357B-000C3585        B
0D13E8       8    No     000C3586-000C3592        D
0D13FA     196    No     000C3593-000C372D      19B
0D1590       D    Yes    000C372E-000C3735        8
0D159F      5D    No     000C3736-000C3797       62
0D15FC      2C    Yes    000C3798-000C379F        8
0D1628      38    No     000C37A0-000C37DC       3D
0D1660      1B    Yes    000C37DD-000C37E4        8
0D1680      4F    No     000C37E5-000C3838       54
0D16CF      11    Yes    000C3839-000C3840        8
0D16E0      70    No     000C3841-000C38B5       75
0D1756     468    No     000C38B6-000C3D22      46D
0D1BC4       C    No     000C3D23-000C3D33       11
0D1BD6     28E    No     000C3D34-000C3FC6      293
0D1E64      18    Yes    000C3FC7-000C3FCE        8
0D1E80      4F    No     000C3FCF-000C4022       54
0D1ECF      11    Yes    000C4023-000C402A        8
0D1EE0     6B0    No     000C402B-000C46DF      6B5
0D2590       D    Yes    000C46E0-000C46E7        8
0D259E      B8    No     000C46E8-000C47A4       BD
0D265C      16    No     000C47A5-000C47BF       1B
0D2672       A    Yes    000C47C0-000C47C7        8
0D2680      4F    No     000C47C8-000C481B       54
0D26CF      11    Yes    000C481C-000C4823        8
0D26E0     71E    No     000C4824-000C4F46      723
0D2DFE      24    Yes    000C4F47-000C4F4E        8
0D2E22      AD    No     000C4F4F-000C5000       B2
0D2ECF      11    Yes    000C5001-000C5008        8
0D2EE0     4DE    No     000C5009-000C54EB      4E3
0D33C4     24F    No     000C54EC-000C573F      254
0D3619      B6    No     000C5740-000C57FA       BB
0D36CF      11    Yes    000C57FB-000C5802        8
0D36E0     120    No     000C5803-000C5927      125
0D3806       A    No     000C5928-000C5936        F
